Trade Date,Strike,Expiry Date,Call/Put,Last Trade Price,Bid Price,Ask Price,Bid Implied Volatility,Ask Implied Volatility,Open Interest,Volume,Delta,Gamma,Vega,Theta,Rho
2023-07-03,430,2023-08-18,p,22.02,21.75,22.25,0,0.1372,1,0,-0.9843,0.0124,0.271,-0.0023,-53.3919
2023-07-03,435,2023-08-18,p,27.58,27.3,27.81,0,0.1574,0,0,-0.9889,0.0082,0.1772,-0.0015,-54.2552
2023-07-03,440,2023-08-18,p,31.9,31.44,32.23,0,0.1808,0,0,-0.9906,0.0047,0.1058,-0.0036,-54.9745
2023-07-03,445,2023-08-18,p,37.17,36.9,37.4,0,0.194,0,0,-0.9941,0.0024,0.0582,-0.0026,-55.7803
2023-07-03,450,2023-08-18,p,41.82,41.25,42.15,0,0.2178,0,0,-0.9942,0.0012,0.029,-0.0028,-56.4194
2023-07-03,455,2023-08-18,p,47.17,46.9,47.4,0,0.2292,0,0,-0.9962,0.0005,0.013,-0.002,-57.1499
2023-07-03,460,2023-08-18,p,51.65,51.38,51.88,0,0.2461,0,0,-0.9969,0.0002,0.0054,-0.0018,-57.8144
2023-07-03,465,2023-08-18,p,57.17,56.9,57.4,0,0.2627,0,0,-0.9974,0.0001,0.002,-0.0017,-58.4696
2023-07-03,470,2023-08-18,p,61.55,61.28,61.88,0,0.2859,0,0,-0.9972,0,0.0007,-0.0019,-59.0916
2023-07-03,255,2023-09-15,c,155.64,154.9,157.2,0,0.6218,0,0,1,0,0,-0.0377,0.5122
2023-07-03,260,2023-09-15,c,149.19,148.3,149.98,0,0.5332,0,0,1,0,0.0001,-0.0385,0.5223
2023-07-03,265,2023-09-15,c,145.75,145.2,146.4,0,0.496,0,0,1,0,0.0001,-0.0392,0.5323
2023-07-03,270,2023-09-15,c,139.17,138.56,139.85,0,0.4833,0,0,1,0,0.0003,-0.04,0.5423
2023-07-03,275,2023-09-15,c,135.86,135.4,136.6,0,0.4694,0,0,0.9999,0,0.0005,-0.0408,0.5523
2023-07-03,280,2023-09-15,c,129.39,128.88,130.06,0,0.4456,0,0,0.9999,0,0.001,-0.0416,0.5623
2023-07-03,285,2023-09-15,c,126.12,125.5,126.7,0,0.4183,0,0,0.9997,0,0.0021,-0.0444,0.5719
2023-07-03,290,2023-09-15,c,122.8,122.01,123.42,0,0.4056,0,0,0.9994,0,0.0041,-0.0454,0.5817
2023-07-03,295,2023-09-15,c,116.24,115.7,116.9,0,0.3927,0,0,0.999,0.0001,0.0057,-0.0465,0.5914
2023-07-03,300,2023-09-15,c,112.79,112.28,113.49,0,0.3799,0,0,0.9983,0.0001,0.0104,-0.0479,0.6009
2023-07-03,305,2023-09-15,c,106.38,105.8,107.1,0,0.3663,0,0,0.9975,0.0002,0.0141,-0.0493,0.6102
2023-07-03,310,2023-09-15,c,102.97,102.51,103.73,0,0.353,0,0,0.9961,0.0003,0.0241,-0.0511,0.619
2023-07-03,315,2023-09-15,c,95.9,95.36,96.65,0,0.3398,0,0,0.9943,0.0004,0.0312,-0.0531,0.6276
2023-07-03,320,2023-09-15,c,93,92.57,93.79,0,0.3259,0,0,0.992,0.0005,0.0402,-0.0554,0.6356
2023-07-03,325,2023-09-15,c,86.16,85.82,86.92,0,0.3122,0,0,0.989,0.0007,0.0509,-0.058,0.643
2023-07-03,330,2023-09-15,c,81.85,81.6,82.7,0,0.3039,0,0,0.9854,0.0009,0.0641,-0.0607,0.65
2023-07-03,335,2023-09-15,c,76.38,75.96,77.05,0,0.2839,0,0,0.9795,0.0012,0.0969,-0.0646,0.6549
2023-07-03,340,2023-09-15,c,72.18,71.8,73,0.1746,0.28,0,0,0.9732,0.0015,0.1178,-0.0682,0.6595
2023-07-03,345,2023-09-15,c,66.81,66.44,67.63,0.1897,0.2695,0,0,0.9656,0.0018,0.1421,-0.0721,0.663
2023-07-03,350,2023-09-15,c,62.69,62.3,63.1,0.2004,0.2456,0,0,0.9569,0.0023,0.1691,-0.0759,0.6655
2023-07-03,355,2023-09-15,c,57.37,56.83,57.92,0.189,0.2426,0,0,0.9457,0.0028,0.1999,-0.0804,0.6658
2023-07-03,360,2023-09-15,c,53.18,52.6,53.7,0.1833,0.2304,0,0,0.9333,0.0034,0.2331,-0.0844,0.6652
2023-07-03,365,2023-09-15,c,47.95,47.52,48.41,0.1845,0.2171,0,0,0.9195,0.0041,0.2691,-0.088,0.6633
2023-07-03,370,2023-09-15,c,43.75,43.3,44.2,0.1778,0.2063,400,0,0.9029,0.0049,0.3074,-0.0915,0.6591
2023-07-03,375,2023-09-15,c,38.69,38.25,39.14,0.1722,0.1969,0,0,0.8821,0.0058,0.3489,-0.0952,0.6512
2023-07-03,380,2023-09-15,c,34.55,34.1,35,0.1639,0.186,3,0,0.8586,0.0069,0.4281,-0.0979,0.641
2023-07-03,385,2023-09-15,c,29.67,29.35,30.05,0.1585,0.1735,250,0,0.8293,0.0083,0.4722,-0.1004,0.6257
2023-07-03,390,2023-09-15,c,25.62,25.3,25.8,0.1498,0.1596,25,0,0.7941,0.0098,0.5169,-0.102,0.6055
2023-07-03,395,2023-09-15,c,21.6,21.38,21.89,0.1424,0.1509,136,0,0.7522,0.0117,0.5902,-0.102,0.5795
2023-07-03,400,2023-09-15,c,17.27,17,17.5,0.133,0.1409,5,0,0.6997,0.0138,0.6322,-0.1006,0.5444
2023-07-03,405,2023-09-15,c,13.6,13.38,13.88,0.1245,0.1318,6,0,0.6343,0.0161,0.6894,-0.0971,0.4981
2023-07-03,410,2023-09-15,c,10.01,9.8,10.2,0.1171,0.1226,8,0,0.5533,0.0181,0.7302,-0.0914,0.438
2023-07-03,415,2023-09-15,c,7.11,6.99,7.3,0.1105,0.1147,20,0,0.4593,0.0193,0.7294,-0.0823,0.3662
2023-07-03,420,2023-09-15,c,4.67,4.47,4.77,0.1042,0.1086,122,2,0.3592,0.0191,0.672,-0.0708,0.288
2023-07-03,425,2023-09-15,c,2.98,2.89,3.15,0.1012,0.1053,6,0,0.2625,0.0173,0.6236,-0.0569,0.2114
2023-07-03,430,2023-09-15,c,1.78,1.69,1.89,0.0988,0.1028,10,0,0.1818,0.0143,0.4973,-0.0436,0.147
2023-07-03,435,2023-09-15,c,1.07,1.01,1.17,0.0981,0.1023,22,6,0.1225,0.0109,0.3589,-0.0326,0.0992
2023-07-03,440,2023-09-15,c,0.62,0.55,0.64,0.0973,0.1011,94,7,0.0822,0.008,0.277,-0.0241,0.0666
2023-07-03,445,2023-09-15,c,0.39,0.3,0.45,0.0975,0.1055,1,0,0.0528,0.0056,0.2055,-0.0169,0.0429
2023-07-03,450,2023-09-15,c,0.24,0.05,0.74,0.0834,0.1309,0,0,0.0321,0.0037,0.1467,-0.0112,0.0261
2023-07-03,455,2023-09-15,c,0.11,0,0.75,0,0.1429,0,0,0.017,0.0022,0.0831,-0.0064,0.0138
2023-07-03,460,2023-09-15,c,0.06,0,0.74,0,0.1549,0,0,0.0092,0.0013,0.0515,-0.0037,0.0075
2023-07-03,465,2023-09-15,c,0.03,0,0.75,0,0.1666,0,0,0.0048,0.0007,0.0251,-0.0021,0.0039
2023-07-03,470,2023-09-15,c,0.01,0,0.74,0,0.1781,0,0,0.0024,0.0004,0.0146,-0.0011,0.002
2023-07-03,475,2023-09-15,c,0.01,0,0.75,0,0.1894,0,0,0.0011,0.0002,0.0081,-0.0006,0.0009
2023-07-03,480,2023-09-15,c,0,0,0.74,0,0.2005,0,0,0.0005,0.0001,0.003,-0.0003,0.0004
2023-07-03,485,2023-09-15,c,0,0,0.75,0,0.2111,0,0,0.0002,0,0.0015,-0.0001,0.0002
2023-07-03,490,2023-09-15,c,0,0,0.74,0,0.2216,0,0,0.0001,0,0.0007,-0.0001,0.0001
2023-07-03,495,2023-09-15,c,0,0,0.75,0,0.2319,0,0,0,0,0.0003,0,0
2023-07-03,500,2023-09-15,c,0,0,0.74,0,0.242,0,0,0,0,0.0001,0,0
2023-07-03,255,2023-09-15,p,0,0,0.75,0,0.5464,1,0,-0.0001,0,0,-0.0001,-0.0045
2023-07-03,260,2023-09-15,p,0,0,0.76,0,0.5272,0,0,-0.0001,0,0.0001,-0.0001,-0.005
2023-07-03,265,2023-09-15,p,0,0,0.75,0,0.5079,6,0,-0.0001,0,0.0001,-0.0001,-0.0055
2023-07-03,270,2023-09-15,p,0,0,0.76,0,0.4889,0,0,-0.0001,0,0.0003,-0.0001,-0.0061
2023-07-03,275,2023-09-15,p,0,0,0.75,0,0.4703,0,0,-0.0001,0,0.0005,-0.0001,-0.0068
2023-07-03,280,2023-09-15,p,0,0,0.76,0,0.452,0,0,-0.0001,0,0.001,-0.0001,-0.0076
2023-07-03,285,2023-09-15,p,0,0.05,0.74,0.3059,0.4346,0,0,-0.0127,0,0.0021,-0.015,-1.114
2023-07-03,290,2023-09-15,p,0.05,0.05,0.76,0.2925,0.4171,0,0,-0.0133,0,0.0041,-0.015,-1.1652
2023-07-03,295,2023-09-15,p,0.05,0.05,0.74,0.2793,0.3997,0,0,-0.014,0.0001,0.0057,-0.015,-1.2204
2023-07-03,300,2023-09-15,p,0.05,0.05,0.76,0.2664,0.3822,0,0,-0.0147,0.0001,0.0104,-0.0149,-1.2782
2023-07-03,305,2023-09-15,p,0.1,0.1,0.74,0.2738,0.365,0,0,-0.0181,0.0002,0.0141,-0.0176,-1.576
2023-07-03,310,2023-09-15,p,0.1,0.1,0.75,0.2605,0.3481,0,0,-0.019,0.0003,0.0241,-0.0175,-1.6581
2023-07-03,315,2023-09-15,p,0.45,0.15,0.79,0.2603,0.3357,0,0,-0.023,0.0004,0.0312,-0.0201,-2.0017
2023-07-03,320,2023-09-15,p,0.71,0.2,0.85,0.2562,0.3226,0,0,-0.0268,0.0005,0.0402,-0.0222,-2.3321
2023-07-03,325,2023-09-15,p,0.82,0.25,0.99,0.2501,0.3159,0,0,-0.0322,0.0007,0.0509,-0.0253,-2.8051
2023-07-03,330,2023-09-15,p,0.86,0.4,1.05,0.2536,0.3017,9,0,-0.0392,0.0009,0.0641,-0.0291,-3.4111
2023-07-03,335,2023-09-15,p,0.86,0.35,1.09,0.2338,0.2878,1,0,-0.0411,0.0012,0.0969,-0.0284,-3.5701
2023-07-03,340,2023-09-15,p,0.91,0.45,1.2,0.2286,0.2761,29,0,-0.0483,0.0015,0.1178,-0.0313,-4.1927
2023-07-03,345,2023-09-15,p,0.92,0.54,1.29,0.2218,0.264,0,0,-0.0561,0.0018,0.1421,-0.0339,-4.8632
2023-07-03,350,2023-09-15,p,1.01,0.95,1.15,0.2303,0.2402,0,0,-0.0667,0.0023,0.1691,-0.0376,-5.7815
2023-07-03,355,2023-09-15,p,1.19,1.09,1.24,0.2212,0.2276,7,0,-0.0766,0.0028,0.1999,-0.0399,-6.6404
2023-07-03,360,2023-09-15,p,1.38,1.25,1.5,0.2109,0.2204,19,0,-0.0905,0.0034,0.2331,-0.0434,-7.8334
2023-07-03,365,2023-09-15,p,1.56,1.43,1.73,0.2014,0.2114,7,0,-0.1066,0.0041,0.2691,-0.0468,-9.225
2023-07-03,370,2023-09-15,p,1.81,1.7,1.9,0.192,0.1983,2,3,-0.1238,0.0049,0.3074,-0.0493,-10.7048
2023-07-03,375,2023-09-15,p,2.15,2.03,2.23,0.1827,0.1881,10,0,-0.1465,0.0058,0.3489,-0.0525,-12.6563
2023-07-03,380,2023-09-15,p,2.47,2.35,2.6,0.1729,0.1788,18,0,-0.1745,0.0069,0.4281,-0.0558,-15.0702
2023-07-03,385,2023-09-15,p,3,2.84,3.14,0.1633,0.1696,4,0,-0.2089,0.0083,0.4722,-0.059,-18.0379
2023-07-03,390,2023-09-15,p,3.57,3.4,3.7,0.1544,0.1601,5,0,-0.2511,0.0098,0.5169,-0.0618,-21.6835
2023-07-03,395,2023-09-15,p,4.34,4.16,4.57,0.1446,0.1513,13,1,-0.3025,0.0117,0.5902,-0.0636,-26.1165
2023-07-03,400,2023-09-15,p,5.18,4.97,5.36,0.1345,0.1408,33,7,-0.3642,0.0138,0.6322,-0.0637,-31.4449
2023-07-03,405,2023-09-15,p,6.5,6.29,6.7,0.1248,0.1306,21,0,-0.4395,0.0161,0.6894,-0.0621,-37.9533
2023-07-03,410,2023-09-15,p,8.07,7.85,8.24,0.1166,0.1222,1,0,-0.5282,0.0181,0.7302,-0.0588,-45.6782
2023-07-03,415,2023-09-15,p,10.46,10.1,10.8,0.1075,0.1179,0,0,-0.6251,0.0193,0.7294,-0.0532,-54.1982
2023-07-03,420,2023-09-15,p,13.5,12.99,14.08,0.0991,0.1189,1,0,-0.7182,0.0191,0.672,-0.0462,-62.5452
2023-07-03,425,2023-09-15,p,17.43,17.1,17.8,0,0.1133,0,0,-0.9465,0.0173,0.6236,-0.0089,-81.7913
2023-07-03,430,2023-09-15,p,21.99,21.72,22.31,0,0.1234,0,0,-0.9715,0.0143,0.4973,-0.0067,-84.8466
2023-07-03,435,2023-09-15,p,27.17,26.9,27.8,0,0.15,0,0,-0.9716,0.0109,0.3589,-0.0081,-85.8721
2023-07-03,440,2023-09-15,p,31.85,31.58,32.17,0,0.157,0,0,-0.9839,0.008,0.277,-0.0062,-87.8931
2023-07-03,445,2023-09-15,p,37.17,36.8,38,0,0.1894,0,0,-0.9791,0.0056,0.2055,-0.0083,-88.5155
2023-07-03,450,2023-09-15,p,41.75,41.28,42.47,0,0.2025,0,0,-0.984,0.0037,0.1467,-0.0076,-89.9327
2023-07-03,455,2023-09-15,p,47.17,46.8,47.9,0,0.2196,0,0,-0.9857,0.0022,0.0831,-0.005,-91.0848
2023-07-03,460,2023-09-15,p,51.56,51.2,52.28,0,0.2346,0,0,-0.9879,0.0013,0.0515,-0.0046,-92.2747
2023-07-03,465,2023-09-15,p,57.17,56.8,57.9,0,0.2493,0,0,-0.9896,0.0007,0.0251,-0.0043,-93.4272
2023-07-03,470,2023-09-15,p,61.44,61.08,62.26,0,0.2672,0,0,-0.9901,0.0004,0.0146,-0.0044,-94.482
2023-07-03,475,2023-09-15,p,67.17,66.8,67.8,0,0.2736,0,0,-0.9927,0.0002,0.0081,-0.0034,-95.7134
2023-07-03,480,2023-09-15,p,73.13,72.86,73.77,0,0.2871,0,0,-0.9936,0.0001,0.003,-0.0032,-96.7943
2023-07-03,485,2023-09-15,p,77.17,76.8,77.9,0,0.3045,0,0,-0.9937,0,0.0015,-0.0034,-97.8186
2023-07-03,490,2023-09-15,p,83.27,82.89,83.9,0,0.3135,0,0,-0.9949,0,0.0007,-0.0029,-98.9268
2023-07-03,495,2023-09-15,p,87.17,86.7,87.8,0,0.3261,0,0,-0.9954,0,0.0003,-0.0027,-99.9823
2023-07-03,500,2023-09-15,p,93.4,92.82,94.24,0,0.3473,0,0,-0.9949,0,0.0001,-0.0032,-100.9568
2023-07-03,180,2023-10-20,c,227.68,227.77,230.06,0.5668,0.8974,1,0,0.9962,0,0,-0.0125,0.5294
2023-07-03,185,2023-10-20,c,227.65,227.26,229.39,0,0.8173,0,0,0.9962,0,0,-0.0132,0.5441
2023-07-03,190,2023-10-20,c,217.91,217.84,220.22,0,0.8409,0,0,0.9962,0,0,-0.0139,0.5588
2023-07-03,195,2023-10-20,c,217.67,217.62,219.34,0,0.7641,6,0,0.9962,0,0,-0.0147,0.5735
2023-07-03,200,2023-10-20,c,207.79,207.26,209.44,0,0.7425,0,0,0.9962,0,0,-0.0154,0.5882
2023-07-03,205,2023-10-20,c,204.62,204.5,206.9,0,0.7651,3,0,0.9962,0,0.0001,-0.0162,0.6029
2023-07-03,210,2023-10-20,c,198.04,197.94,199.62,0,0.6932,3,0,0.9962,0,0.0001,-0.0169,0.6176
2023-07-03,215,2023-10-20,c,194.78,194.8,197.1,0.3922,0.722,3,0,0.9962,0,0.0002,-0.0177,0.6323
2023-07-03,220,2023-10-20,c,188.28,188.12,189.8,0,0.6463,4,0,0.9962,0,0.0003,-0.0184,0.647
2023-07-03,225,2023-10-20,c,184.95,184.5,186.5,0,0.6274,0,0,0.9962,0,0.0004,-0.0192,0.6617
2023-07-03,230,2023-10-20,c,178.23,178,180.18,0,0.636,3,0,0.9961,0,0.0008,-0.02,0.6764
2023-07-03,235,2023-10-20,c,175.49,175.2,176.5,0.3962,0.5761,3,0,0.9961,0,0.0012,-0.0208,0.691
2023-07-03,240,2023-10-20,c,168.21,168.2,169.98,0,0.5842,0,0,0.9953,0,0.0018,-0.019,0.7056
2023-07-03,245,2023-10-20,c,165.28,165,166.7,0,0.5417,0,0,0.9959,0,0.0035,-0.0225,0.7201
2023-07-03,250,2023-10-20,c,158.49,158.33,159.91,0,0.5251,3,0,0.9957,0,0.005,-0.0234,0.7346
2023-07-03,255,2023-10-20,c,155.18,154.9,156.9,0,0.525,3,0,0.9942,0.0001,0.0095,-0.0223,0.7483
2023-07-03,260,2023-10-20,c,148.53,148.45,150.23,0,0.508,11,0,0.9936,0.0001,0.0128,-0.0236,0.7622
2023-07-03,265,2023-10-20,c,145.37,144.5,147.5,0,0.5118,0,0,0.993,0.0001,0.0172,-0.0249,0.7761
2023-07-03,270,2023-10-20,c,143.22,142.68,143.99,0.3665,0.4692,6,0,0.992,0.0002,0.0227,-0.0264,0.7896
2023-07-03,275,2023-10-20,c,135.59,134.6,138.1,0,0.4954,0,0,0.991,0.0002,0.0297,-0.0278,0.803
2023-07-03,280,2023-10-20,c,133.88,132.85,134.06,0.3534,0.4366,12,0,0.9892,0.0003,0.0384,-0.0299,0.8154
2023-07-03,285,2023-10-20,c,127.21,126.2,127.4,0.3404,0.4203,0,0,0.9881,0.0003,0.049,-0.0314,0.8286
2023-07-03,290,2023-10-20,c,124.23,123.12,124.44,0.3275,0.4091,12,0,0.9869,0.0004,0.0495,-0.0329,0.8417
2023-07-03,295,2023-10-20,c,116.68,115.62,116.92,0.3151,0.3936,6,0,0.9846,0.0005,0.0624,-0.035,0.8535
2023-07-03,300,2023-10-20,c,114.3,113.27,114.59,0.3115,0.3825,7,0,0.9808,0.0006,0.0787,-0.038,0.8632
2023-07-03,305,2023-10-20,c,106.9,105.89,107.28,0.2902,0.3666,0,0,0.9785,0.0007,0.0968,-0.0397,0.875
2023-07-03,310,2023-10-20,c,104.3,103.33,104.65,0.2858,0.3516,0,0,0.9723,0.0009,0.1197,-0.0438,0.8816
2023-07-03,315,2023-10-20,c,97.05,96.09,97.48,0.2722,0.3396,0,0,0.9718,0.001,0.1198,-0.0442,0.8957
2023-07-03,320,2023-10-20,c,93,92.2,93.4,0.2719,0.3242,1,0,0.9658,0.0012,0.1453,-0.0475,0.9027
2023-07-03,325,2023-10-20,c,87.39,86.77,87.76,0.2689,0.309,5,0,0.9588,0.0014,0.175,-0.0511,0.9083
2023-07-03,330,2023-10-20,c,83.21,82.4,83.9,0.2461,0.3038,5,0,0.9502,0.0017,0.2083,-0.0552,0.9117
2023-07-03,335,2023-10-20,c,77.59,76.82,78.31,0.2376,0.2912,1,0,0.9423,0.002,0.245,-0.0584,0.9162
2023-07-03,340,2023-10-20,c,73.58,72.9,74.3,0.2326,0.2786,1,0,0.9336,0.0023,0.2846,-0.0615,0.9197
2023-07-03,345,2023-10-20,c,68.17,67.32,68.9,0.2189,0.2679,0,0,0.9249,0.0026,0.2873,-0.0642,0.9231
2023-07-03,350,2023-10-20,c,64.13,63.5,64.8,0.2186,0.2548,3,0,0.9151,0.003,0.3302,-0.0666,0.9253
2023-07-03,355,2023-10-20,c,58.88,58.21,59.5,0.2101,0.2432,0,0,0.905,0.0034,0.375,-0.0687,0.927
2023-07-03,360,2023-10-20,c,54.81,54.3,55.4,0.2058,0.2315,20,0,0.8929,0.0039,0.3785,-0.0709,0.9261
2023-07-03,365,2023-10-20,c,49.71,49.12,50.21,0.1975,0.2211,4,0,0.8768,0.0044,0.4275,-0.0738,0.9201
2023-07-03,370,2023-10-20,c,45.67,45.2,46.3,0.1901,0.2118,66,0,0.8604,0.0051,0.4768,-0.0757,0.9137
2023-07-03,375,2023-10-20,c,40.68,40.23,41.02,0.1816,0.1963,50,0,0.8405,0.0058,0.5277,-0.0778,0.9028
2023-07-03,380,2023-10-20,c,36.66,36.2,37.3,0.1717,0.1902,99,0,0.8159,0.0067,0.5795,-0.08,0.8859
2023-07-03,385,2023-10-20,c,32.69,32.33,32.83,0.1638,0.1718,35,0,0.7883,0.0077,0.6306,-0.0815,0.865
2023-07-03,390,2023-10-20,c,27.94,27.7,28.3,0.1558,0.1646,40,2,0.7557,0.0088,0.6807,-0.0825,0.8379
2023-07-03,395,2023-10-20,c,24.16,23.91,24.32,0.1474,0.1527,161,0,0.7174,0.01,0.759,-0.0828,0.8034
2023-07-03,400,2023-10-20,c,19.72,19.47,19.97,0.1379,0.1441,168,1,0.6726,0.0113,0.8001,-0.082,0.7605
2023-07-03,405,2023-10-20,c,16.4,16.14,16.65,0.1298,0.1357,208,0,0.6195,0.0127,0.8483,-0.0802,0.7068
2023-07-03,410,2023-10-20,c,12.7,12.42,12.91,0.1221,0.1278,153,12,0.5578,0.014,0.8788,-0.0768,0.6418
2023-07-03,415,2023-10-20,c,9.8,9.64,10.05,0.1154,0.1199,444,0,0.4869,0.0153,0.8926,-0.071,0.5648
2023-07-03,420,2023-10-20,c,7.06,6.85,7.25,0.1091,0.1137,202,0,0.4082,0.0158,0.8808,-0.064,0.4767
2023-07-03,425,2023-10-20,c,4.97,4.8,5.2,0.1039,0.1089,539,1,0.3262,0.0155,0.7886,-0.055,0.3832
2023-07-03,430,2023-10-20,c,3.42,3.27,3.57,0.1012,0.1054,115,0,0.2514,0.0141,0.715,-0.0462,0.2966
2023-07-03,435,2023-10-20,c,2.27,2.15,2.4,0.0986,0.1027,24,4,0.1849,0.0121,0.6261,-0.0369,0.2189
2023-07-03,440,2023-10-20,c,1.5,1.39,1.59,0.0977,0.1017,95,0,0.1333,0.0098,0.455,-0.0289,0.1582
2023-07-03,445,2023-10-20,c,0.98,0.9,1.1,0.0975,0.1026,62,6,0.0948,0.0076,0.3552,-0.0223,0.1127
2023-07-03,450,2023-10-20,c,0.64,0.54,0.69,0.0969,0.1021,29,1,0.0667,0.0058,0.3164,-0.0169,0.0794
2023-07-03,455,2023-10-20,c,0.47,0.2,0.75,0.0889,0.114,20,0,0.0453,0.0042,0.2309,-0.0123,0.054
2023-07-03,460,2023-10-20,c,0.26,0.05,0.74,0.0805,0.1241,5,0,0.0298,0.003,0.1617,-0.0086,0.0356
2023-07-03,465,2023-10-20,c,0.12,0,0.75,0,0.1361,3,0,0.0154,0.0017,0.1001,-0.0047,0.0185
2023-07-03,470,2023-10-20,c,0.07,0,0.74,0,0.1456,1,0,0.0093,0.0011,0.064,-0.003,0.0111
2023-07-03,475,2023-10-20,c,0.04,0,0.75,0,0.155,0,0,0.0054,0.0007,0.0392,-0.0018,0.0065
2023-07-03,180,2023-10-20,p,0,0,0.74,0,0.7361,42,0,0,0,0,0,-0.002
2023-07-03,185,2023-10-20,p,0,0,0.75,0,0.7139,5,0,0,0,0,0,-0.0021
2023-07-03,190,2023-10-20,p,0,0,0.76,0,0.6923,13,0,0,0,0,0,-0.0023
2023-07-03,195,2023-10-20,p,0,0,0.75,0,0.6713,12,0,0,0,0,0,-0.0025
2023-07-03,200,2023-10-20,p,0,0,0.76,0,0.6509,20,0,0,0,0,0,-0.0027
2023-07-03,205,2023-10-20,p,0,0,0.75,0,0.6306,25,0,0,0,0.0001,0,-0.0029
2023-07-03,210,2023-10-20,p,0,0,0.76,0,0.6108,34,0,0,0,0.0001,0,-0.0031
2023-07-03,215,2023-10-20,p,0,0,0.74,0,0.5914,0,0,0,0,0.0002,0,-0.0033
2023-07-03,220,2023-10-20,p,0,0,0.76,0,0.5725,7,0,0,0,0.0003,0,-0.0036
2023-07-03,225,2023-10-20,p,0,0,0.74,0,0.5541,30,0,0,0,0.0004,0,-0.0039
2023-07-03,230,2023-10-20,p,0,0,0.76,0,0.5361,16,0,0,0,0.0008,0,-0.0043
2023-07-03,235,2023-10-20,p,0,0,0.74,0,0.5185,0,0,0,0,0.0012,0,-0.0047
2023-07-03,240,2023-10-20,p,0,0.05,0.75,0.3591,0.5008,20,0,-0.0089,0,0.0018,-0.0106,-1.1712
2023-07-03,245,2023-10-20,p,0.05,0,0.74,0,0.4844,1,0,0,0,0.0035,0,-0.0056
2023-07-03,250,2023-10-20,p,0.01,0,0.75,0,0.468,36,0,0,0,0.005,0,-0.0063
2023-07-03,255,2023-10-20,p,0.03,0.05,0.74,0.3216,0.4513,6,0,-0.01,0.0001,0.0095,-0.0106,-1.3127
2023-07-03,260,2023-10-20,p,0.05,0.05,0.75,0.3095,0.4355,9,0,-0.0104,0.0001,0.0128,-0.0106,-1.3656
2023-07-03,265,2023-10-20,p,0.05,0.1,0.74,0.32,0.4195,3,0,-0.0128,0.0001,0.0172,-0.0125,-1.6803
2023-07-03,270,2023-10-20,p,0.1,0.1,0.85,0.3076,0.4124,21,0,-0.0142,0.0002,0.0227,-0.0133,-1.8581
2023-07-03,275,2023-10-20,p,0.2,0.2,0.84,0.3208,0.397,8,0,-0.0177,0.0002,0.0297,-0.016,-2.3162
2023-07-03,280,2023-10-20,p,0.2,0.15,0.9,0.2972,0.3854,2,0,-0.0176,0.0003,0.0384,-0.0152,-2.296
2023-07-03,285,2023-10-20,p,0.17,0.2,1.28,0.2954,0.3961,505,0,-0.0234,0.0003,0.049,-0.0196,-3.0685
2023-07-03,290,2023-10-20,p,0.25,0.25,1.75,0.2912,0.4037,49,0,-0.0295,0.0004,0.0495,-0.0239,-3.8772
2023-07-03,295,2023-10-20,p,0.25,0.3,1.78,0.286,0.3899,4,0,-0.0327,0.0005,0.0624,-0.0253,-4.2844
2023-07-03,300,2023-10-20,p,0.4,0.35,1.45,0.2795,0.3571,97,0,-0.0322,0.0006,0.0787,-0.0236,-4.2097
2023-07-03,305,2023-10-20,p,0.41,0.41,1.93,0.2719,0.3621,9,0,-0.0392,0.0007,0.0968,-0.0275,-5.1228
2023-07-03,310,2023-10-20,p,0.56,0.45,1.4,0.2642,0.324,56,0,-0.0373,0.0009,0.1197,-0.0245,-4.8478
2023-07-03,315,2023-10-20,p,0.57,0.56,2.28,0.2597,0.3436,13,0,-0.0499,0.001,0.1198,-0.0318,-6.5165
2023-07-03,320,2023-10-20,p,1.25,0.65,2.05,0.2537,0.3204,202,0,-0.0525,0.0012,0.1453,-0.0316,-6.8448
2023-07-03,325,2023-10-20,p,1.27,0.76,1.88,0.2471,0.2977,13,0,-0.0553,0.0014,0.175,-0.0312,-7.1789
2023-07-03,330,2023-10-20,p,1.27,1.09,1.39,0.2517,0.265,50,0,-0.0586,0.0017,0.2083,-0.031,-7.5874
2023-07-03,335,2023-10-20,p,1.4,1.32,1.47,0.2465,0.2525,93,0,-0.0659,0.002,0.245,-0.0328,-8.5269
2023-07-03,340,2023-10-20,p,1.54,1.44,1.59,0.2382,0.2434,43,0,-0.0743,0.0023,0.2846,-0.0347,-9.6093
2023-07-03,345,2023-10-20,p,1.72,1.65,1.8,0.2306,0.2357,64,0,-0.0849,0.0026,0.2873,-0.0372,-10.9719
2023-07-03,350,2023-10-20,p,1.92,1.83,1.98,0.2223,0.2268,71,4,-0.0961,0.003,0.3302,-0.0393,-12.4078
2023-07-03,355,2023-10-20,p,2.15,2.05,2.25,0.2132,0.2185,46,0,-0.1091,0.0034,0.375,-0.0414,-14.0768
2023-07-03,360,2023-10-20,p,2.37,2.33,2.48,0.2059,0.2096,25,0,-0.1247,0.0039,0.3785,-0.0438,-16.0782
2023-07-03,365,2023-10-20,p,2.75,2.6,2.8,0.1962,0.2008,57,0,-0.1414,0.0044,0.4275,-0.0456,-18.2167
2023-07-03,370,2023-10-20,p,3.04,2.97,3.17,0.1889,0.193,50,3,-0.163,0.0051,0.4768,-0.0482,-20.9936
